2025-05-02 02:50:27,0.1887
2025-05-02 02:50:32,0.18869
2025-05-02 02:50:38,0.18869
2025-05-02 02:51:04,0.18883
2025-05-02 02:51:15,0.18884
2025-05-02 02:51:25,0.1889
2025-05-02 02:51:36,0.1889
2025-05-02 18:31:02,0.1871
2025-05-30 00:15:51,0.18314
2025-05-30 00:16:02,0.18301
2025-05-30 00:16:13,0.18306
2025-05-30 00:16:24,0.18307
2025-05-30 00:16:34,0.18304
2025-05-30 00:16:45,0.18307
2025-05-30 00:16:56,0.18315
2025-05-30 00:17:12,0.18304
2025-05-30 00:17:22,0.18305
2025-05-30 00:17:33,0.18299
2025-05-30 00:23:36,0.18299
2025-05-30 00:23:46,0.18306
2025-05-30 00:23:57,0.18296
