2025-04-28 00:23:47,0.18086
2025-04-28 00:23:52,0.18087
2025-04-28 00:23:58,0.18075
2025-04-28 00:24:03,0.18073
2025-04-28 00:24:08,0.18073
2025-04-28 00:24:14,0.18072
2025-04-28 00:24:19,0.18074
2025-04-28 00:24:24,0.18075
2025-04-28 00:24:30,0.18076
2025-04-28 00:24:35,0.18076
2025-04-28 00:24:40,0.18073
2025-04-28 00:24:46,0.18068
2025-04-28 00:24:51,0.18068
2025-05-02 02:50:26,0.1823
2025-05-02 02:50:32,0.18225
2025-05-02 02:50:38,0.18224
2025-05-02 02:51:04,0.18222
2025-05-02 02:51:15,0.18224
2025-05-02 02:51:25,0.18227
2025-05-02 02:51:36,0.18231
2025-05-02 18:31:02,0.18049
2025-05-30 00:15:51,0.22098
2025-05-30 00:16:02,0.22078
2025-05-30 00:16:13,0.22091
2025-05-30 00:16:23,0.22095
2025-05-30 00:16:34,0.2209
2025-05-30 00:16:45,0.22092
2025-05-30 00:16:55,0.22101
2025-05-30 00:17:11,0.22091
2025-05-30 00:17:22,0.22094
2025-05-30 00:17:33,0.22085
2025-05-30 00:23:35,0.22103
2025-05-30 00:23:46,0.22106
2025-05-30 00:23:57,0.22095
