2025-05-02 02:50:27,21.34
2025-05-02 02:50:32,21.34
2025-05-02 02:50:38,21.34
2025-05-02 02:51:04,21.34
2025-05-02 02:51:15,21.35
2025-05-02 02:51:25,21.35
2025-05-02 02:51:36,21.35
2025-05-02 18:31:02,21.44
2025-05-30 00:15:51,22.99
2025-05-30 00:16:02,22.98
2025-05-30 00:16:13,22.98
2025-05-30 00:16:23,22.97
2025-05-30 00:16:34,22.98
2025-05-30 00:16:45,22.99
2025-05-30 00:16:55,23.0
2025-05-30 00:17:11,22.99
2025-05-30 00:17:22,22.98
2025-05-30 00:17:33,22.98
2025-05-30 00:23:36,22.99
2025-05-30 00:23:46,22.99
2025-05-30 00:23:57,22.98
