2025-04-28 00:23:47,0.9514
2025-04-28 00:23:52,0.9515
2025-04-28 00:23:58,0.9512
2025-04-28 00:24:03,0.9508
2025-04-28 00:24:08,0.9508
2025-04-28 00:24:14,0.9508
2025-04-28 00:24:19,0.9507
2025-04-28 00:24:24,0.9508
2025-04-28 00:24:30,0.9508
2025-04-28 00:24:35,0.9507
2025-04-28 00:24:41,0.9506
2025-04-28 00:24:46,0.9503
2025-04-28 00:24:51,0.9501
2025-05-02 02:50:27,0.9121
2025-05-02 02:50:32,0.9121
2025-05-02 02:50:38,0.9121
2025-05-02 02:51:04,0.9121
2025-05-02 02:51:15,0.9122
2025-05-02 02:51:25,0.9123
2025-05-02 02:51:36,0.9124
2025-05-02 18:31:02,0.9054
2025-05-30 00:15:51,0.924
2025-05-30 00:16:02,0.923
2025-05-30 00:16:13,0.9233
2025-05-30 00:16:23,0.9233
2025-05-30 00:16:34,0.9233
2025-05-30 00:16:45,0.9232
2025-05-30 00:16:55,0.9237
2025-05-30 00:17:11,0.9233
2025-05-30 00:17:22,0.9234
2025-05-30 00:17:33,0.9228
2025-05-30 00:23:36,0.9229
2025-05-30 00:23:46,0.9231
2025-05-30 00:23:57,0.9225
