2025-05-02 02:50:27,0.7046
2025-05-02 02:50:32,0.7046
2025-05-02 02:50:38,0.7048
2025-05-02 02:51:04,0.7046
2025-05-02 02:51:15,0.7045
2025-05-02 02:51:25,0.7044
2025-05-02 02:51:36,0.7044
2025-05-02 18:31:02,0.7064
2025-05-30 00:15:51,0.7417
2025-05-30 00:16:02,0.7413
2025-05-30 00:16:13,0.7416
2025-05-30 00:16:23,0.7416
2025-05-30 00:16:34,0.7415
2025-05-30 00:16:45,0.7416
2025-05-30 00:16:55,0.7419
2025-05-30 00:17:11,0.7416
2025-05-30 00:17:22,0.7419
2025-05-30 00:17:33,0.7416
2025-05-30 00:23:36,0.7418
2025-05-30 00:23:46,0.7422
2025-05-30 00:23:57,0.742
